t,sx,sy,sz,vx,vy,vz,ax,ay,az,jx,jy,jz,Fx,Fy,Fz
2.390977443609022313e+00,-2.273876578949116795e-02,-2.411986978785750357e-02,-7.787111937417248164e-01,8.510169034743246541e-02,-8.417682345157367907e-02,-7.181830686801131403e-02,3.354478903803833623e-01,2.763376506050253534e-01,-2.027512106627585645e-02,-8.299828801371200715e-01,1.441301882366838871e+00,3.042842765504687186e-02,3.354478903803833484e-02,2.763376506050253811e-02,-9.830275121066276434e-01
2.406015037593984829e+00,-2.142159807931003773e-02,-2.535363070007596795e-02,-7.797934434044919705e-01,9.004849316685205329e-02,-7.985971879096374904e-02,-7.211974748902644228e-02,3.222325066795649895e-01,2.977458966625838865e-01,-1.981595676953977481e-02,-9.274812795664385545e-01,1.404843866624101434e+00,3.063780657435874466e-02,3.222325066795649756e-02,2.977458966625838935e-02,-9.829815956769540897e-01
2.421052631578947345e+00,-2.003159163831941605e-02,-2.652007386952807272e-02,-7.808801739757716964e-01,9.478559016820234384e-02,-7.522506769226956769e-02,-7.241425990770557208e-02,3.075603500357779740e-01,3.185540338810998184e-01,-1.935368327456581800e-02,-1.023649496350058197e+00,1.361486581144599750e+00,3.084195102068749972e-02,3.075603500357779879e-02,3.185540338810998601e-02,-9.829353683274566489e-01
2.436090225563909861e+00,-1.857206382138788803e-02,-2.761449592269735881e-02,-7.819712809234965478e-01,9.929124446992614039e-02,-7.028267426621320757e-02,-7.270179796102164971e-02,2.914552343732816908e-01,3.386583668899319499e-01,-1.888837929523338663e-02,-1.117979539102799125e+00,1.311243482053064291e+00,3.104086099403252294e-02,2.914552343732816977e-02,3.386583668899319916e-02,-9.828888379295234179e-01
2.451127819548871933e+00,-1.704665587251282324e-02,-2.863235262748804397e-02,-7.830666590303179131e-01,1.035441349534095001e-01,-6.504389897482149019e-02,-7.298231666961495223e-02,2.739486551770525247e-01,3.579556938256086562e-01,-1.842012354542198194e-02,-1.209958256542084554e+00,1.254166919715973938e+00,3.123453649439546231e-02,2.739486551770525455e-02,3.579556938256086424e-02,-9.828420123545422715e-01
2.466165413533834450e+00,-1.545932580174122668e-02,-2.956928221902525508e-02,-7.841662024114054441e-01,1.075234722432622525e-01,-5.952164677647669294e-02,-7.325577223779318470e-02,2.550798439999901746e-01,3.763438982805784039e-01,-1.794899473901096637e-02,-1.299070428824530055e+00,1.190349038234506995e+00,3.142297752177692499e-02,2.550798439999901746e-02,3.763438982805784178e-02,-9.827948994739011956e-01
2.481203007518796966e+00,-1.381433951363337555e-02,-3.042112847978208426e-02,-7.852698045322470399e-01,1.112091151531732491e-01,-5.373034627723687756e-02,-7.352212205353146623e-02,2.348957755870757780e-01,3.937225528831374555e-01,-1.747507158987982034e-02,-1.384801974686655113e+00,1.119922420472637015e+00,3.160618407617486747e-02,2.348957755870757780e-02,3.937225528831374971e-02,-9.827475071589880651e-01
2.496240601503759038e+00,-1.211626018568663643e-02,-3.118396343762138909e-02,-7.863773582264477202e-01,1.145816868725227505e-01,-4.768591974281811974e-02,-7.378132468847210801e-02,2.134511260356792561e-01,4.099935305769226712e-01,-1.699843281190796182e-02,-1.466643252750039483e+00,1.043060464944228327e+00,3.178415615759092039e-02,2.134511260356792769e-02,4.099935305769226990e-02,-9.826998432811908657e-01
2.511278195488721554e+00,-1.036993590620561255e-02,-3.185410954360114177e-02,-7.874887557135297200e-01,1.176226901476657843e-01,-4.140574388624258112e-02,-7.403333989792487690e-02,1.908081807487005954e-01,4.250616194766988487e-01,-1.651915711897482958e-02,-1.544092433777948692e+00,9.599774827784787190e-01,3.195689376602180859e-02,1.908081807487006093e-02,4.250616194766988765e-02,-9.826519157118975833e-01
2.526315789473684070e+00,-8.580485592448601137e-03,-3.242816119058783420e-02,-7.886038886167313633e-01,1.203146206957854125e-01,-3.490860140940346690e-02,-7.427812862086692614e-02,1.670366912970216444e-01,4.388351370154139897e-01,-1.603732322495993873e-02,-1.616658919267726091e+00,8.709285050588940758e-01,3.212439690147122356e-02,1.670366912970216652e-02,4.388351370154140035e-02,-9.826037323224960929e-01
2.541353383458646586e+00,-6.753283221427337953e-03,-3.290300543388439275e-02,-7.897226479808072686e-01,1.226410780787592636e-01,-2.821462334225395552e-02,-7.451565297994273973e-02,1.422136806872907333e-01,4.512265389682184047e-01,-1.555300984374261355e-02,-1.683866780551627862e+00,7.762087930720409368e-01,3.228666556393957471e-02,1.422136806872907437e-02,4.512265389682184463e-02,-9.825553009843743801e-01
2.556390977443609103e+00,-4.893940417398213484e-03,-3.327584177623912204e-02,-7.908449242898273335e-01,1.245868732598617579e-01,-2.134522229046871902e-02,-7.474587628146411866e-02,1.164231969272645217e-01,4.621530188446736909e-01,-1.506629568920235702e-02,-1.745258191578114459e+00,6.761530463904171784e-01,3.244369975342235174e-02,1.164231969272645252e-02,4.621530188446737464e-02,-9.825066295689203200e-01
2.571428571428571175e+00,-3.008287451763726802e-03,-3.354420088178213660e-02,-7.919706074849764965e-01,1.261381320675725448e-01,-1.432301677069614150e-02,-7.496876301541023635e-02,8.975601519041526144e-02,4.715370930828336471e-01,-1.457725947521863220e-02,-1.800396827773538933e+00,5.711343062279667926e-01,3.259549946992201103e-02,8.975601519041526491e-03,4.715370930828336610e-02,-9.824577259475220092e-01
2.586466165413533691e+00,-1.102352722720640298e-03,-3.370596208664597415e-02,-7.930995869823540545e-01,1.272823937984372544e-01,-7.171746881386406244e-03,-7.518427885542774969e-02,6.230928930087201167e-02,4.793071674599183041e-01,-1.408597991567086746e-02,-1.848871202856136486e+00,4.615625541251713315e-01,3.274206471343978769e-02,6.230928930087201861e-03,4.793071674599183596e-02,-9.824085979915672118e-01
2.601503759398496207e+00,8.176592065574617672e-04,-3.375936957827451596e-02,-7.942317516907734243e-01,1.280087042049653234e-01,8.381837397835895792e-05,-7.539239065883046598e-02,3.418615368508840652e-02,4.853980801553513524e-01,-1.359253572443848944e-02,-1.890297915204141699e+00,3.478830087181674080e-01,3.288339548397486295e-02,3.418615368508840912e-03,4.853980801553513941e-02,-9.823592535724439134e-01
2.616541353383458279e+00,2.745390921222360444e-03,-3.370304712070253811e-02,-7.953669900295614603e-01,1.283077021350020053e-01,7.417981726204451315e-03,-7.559306646659977313e-02,5.495277364032810641e-03,4.897516169640077632e-01,-1.309700561540094732e-02,-1.924324775378230656e+00,2.305741260969080553e-01,3.301949178152804865e-02,5.495277364032810858e-04,4.897516169640078049e-02,-9.823097005615402111e-01
2.631578947368420796e+00,4.674356718720277040e-03,-3.353601120938425051e-02,-7.965051899463582163e-01,1.281716991158788621e-01,1.480422579023544204e-02,-7.578627550338425112e-02,-2.364962801495863048e-02,4.923169942611261285e-01,-1.259946830243764519e-02,-1.950633786673217518e+00,1.101453120331991054e-01,3.315035360609771414e-02,-2.364962801495863135e-03,4.923169942611261424e-02,-9.822599468302438686e-01
2.646616541353383312e+00,6.597968312226071448e-03,-3.325768254643841210e-02,-7.976462389349158189e-01,1.275947512098745129e-01,2.221532820840933786e-02,-7.597198817749994948e-02,-5.313034368843687349e-02,4.930513054657612027e-01,-1.210000249942808428e-02,-1.968943951130800896e+00,-1.286564286830532700e-02,3.327598095768589948e-02,-5.313034368843687696e-03,4.930513054657612027e-02,-9.822100002499428717e-01
2.661654135338345828e+00,8.509561552499803408e-03,-3.286789573542805987e-02,-7.987900240528987839e-01,1.265727225069659678e-01,2.962348320739064539e-02,-7.615017608093016532e-02,-8.282472000234111786e-02,4.919199269364916693e-01,-1.159868692025160276e-02,-1.979013874285181718e+00,-1.378953913038995505e-01,3.339637383628974582e-02,-8.282472000234112133e-03,4.919199269364916971e-02,-9.821598686920252064e-01
2.676691729323308344e+00,1.040242403792585035e-02,-3.236690710396281090e-02,-7.999364319396832235e-01,1.251033396663456809e-01,3.700042892956726531e-02,-7.632081198932562371e-02,-1.126072901320804287e-01,4.888968794607421176e-01,-1.109560027878779033e-02,-1.980644143036399685e+00,-2.643581042215363830e-01,3.351153224191006502e-02,-1.126072901320804287e-02,4.888968794607421314e-02,-9.821095600278788584e-01
2.691729323308270416e+00,1.226982347402191982e-02,-3.175540057244737729e-02,-8.010853488341558304e-01,1.231862369694534248e-01,4.431757984393330796e-02,-7.648386986200443605e-02,-1.423499177016607220e-01,4.839651417662488853e-01,-1.059082128891596260e-02,-1.973679452446615468e+00,-3.916487735383595847e-01,3.362145617455054858e-02,-1.423499177016607220e-02,4.839651417662488991e-02,-9.820590821288917027e-01
2.706766917293232932e+00,1.410503663604815473e-02,-3.103449149814361749e-02,-8.022366605925144167e-01,1.208229914040154507e-01,5.154616349002742043e-02,-7.663932484195205841e-02,-1.719224743545919865e-01,4.771169127883261307e-01,-1.008442866451559478e-02,-1.958010458925243835e+00,-5.191467211162610340e-01,3.372614563420422984e-02,-1.719224743545920073e-02,4.771169127883261724e-02,-9.820084428664516141e-01
2.721804511278195449e+00,1.590137878157503806e-02,-3.020572843529574156e-02,-8.033902527060665655e-01,1.180171473604231247e-01,5.865736076188078629e-02,-7.678715325582118056e-02,-2.011935430045765361e-01,4.683538197675997106e-01,-9.576501119466210646e-03,-1.933575339198267073e+00,-6.462192901804493239e-01,3.382560062087684033e-02,-2.011935430045765430e-02,4.683538197675997383e-02,-9.819576501119466894e-01
2.736842105263157521e+00,1.765223335407439115e-02,-2.927109276430890292e-02,-8.045460103190292811e-01,1.147742305882678143e-01,6.562244889774086765e-02,-7.692733261393208677e-02,-2.300311422002865314e-01,4.576870696271910788e-01,-9.067117367647117149e-03,-1.900361036630352496e+00,-7.722256932412184804e-01,3.391982113456880332e-02,-2.300311422002865314e-02,4.576870696271911204e-02,-9.819067117367648034e-01
2.751879699248120037e+00,1.935108181382156137e-02,-2.823299615579152183e-02,-8.057038182463289733e-01,1.111017511315047085e-01,7.241294630595630777e-02,-7.705984161027229495e-02,-2.583034667790412575e-01,4.451375414831149069e-01,-8.556356122937825923e-03,-1.858404178868553247e+00,-8.965209886612222068e-01,3.400880717527724612e-02,-2.583034667790412575e-02,4.451375414831149069e-02,-9.818556356122938311e-01
2.766917293233082553e+00,2.099153342872266126e-02,-2.709427584857364291e-02,-8.068635609914005524e-01,1.070091950349920940e-01,7.900075832837086254e-02,-7.718466012249661223e-02,-2.858796397625618102e-01,4.307358185735331024e-01,-8.044296099217727175e-03,-1.807791653382120556e+00,-1.018460156326048915e+00,3.409255874300174544e-02,-2.858796397625618102e-02,4.307358185735331302e-02,-9.818044296099218693e-01
2.781954887218045069e+00,2.256735485513723660e-02,-2.585818773450609606e-02,-8.080251227639868583e-01,1.025080046924640442e-01,8.535832302017155870e-02,-7.730176921192725981e-02,-3.126304702667602187e-01,4.145221583478578276e-01,-7.531016010366344687e-03,-1.748660830260894805e+00,-1.137402241445989004e+00,3.417107583774272456e-02,-3.126304702667602464e-02,4.145221583478578276e-02,-9.817531016010366818e-01
2.796992481203007586e+00,2.407249933741505837e-02,-2.452839725681732475e-02,-8.091883874979384217e-01,9.761154778569409995e-02,9.145875600977337871e-02,-7.741115112355397010e-02,-3.384292120596059661e-01,3.965463999314274290e-01,-7.016594570263058259e-03,-1.681199424578609047e+00,-1.252714534363485122e+00,3.424435845950181412e-02,-3.384292120596060077e-02,3.965463999314274707e-02,-9.817016594570263655e-01
2.812030075187969658e+00,2.550113535471494261e-02,-2.310896814296018939e-02,-8.103532388690128929e-01,9.233507484606685856e-02,9.727599349417399843e-02,-7.751278928603359819e-02,-3.631523173082710221e-01,3.768678086714672415e-01,-6.501110492787343098e-03,-1.605644993698993162e+00,-1.363776753379617013e+00,3.431240660827820227e-02,-3.631523173082710360e-02,3.768678086714672554e-02,-9.816501110492787952e-01
2.827067669172932174e+00,2.684767454476727142e-02,-2.160434900709592640e-02,-8.115195603126748036e-01,8.669566555225498294e-02,1.027849324245608126e-01,-7.760666831169049651e-02,-3.866801800110667431e-01,3.555548579706085954e-01,-5.984642491818601556e-03,-1.522284068070954399e+00,-1.469985197060349247e+00,3.437522028407147962e-02,-3.866801800110667570e-02,3.555548579706085954e-02,-9.815984642491819567e-01
2.842105263157894690e+00,2.810679873657060193e-02,-2.001935787153722585e-02,-8.126872350418944402e-01,8.071216396052419140e-02,1.079615669438410558e-01,-7.769277399651629279e-02,-4.088978636119907639e-01,3.326849491207737319e-01,-5.467269281236320985e-03,-1.431450917292257152e+00,-1.570756832248408452e+00,3.443279948688041103e-02,-4.088978636119908194e-02,3.326849491207737458e-02,-9.815467269281237250e-01
2.857142857142856762e+00,2.927348592759178303e-02,-1.835916467047946782e-02,-8.138561460649478274e-01,7.440510294659570534e-02,1.127831201523179228e-01,-7.777109332017007048e-02,-4.296958073470596995e-01,3.083440703578158026e-01,-4.949069574919941900e-03,-1.333525956485591468e+00,-1.665533284098846378e+00,3.448514421670991620e-02,-4.296958073470596995e-02,3.083440703578158026e-02,-9.814949069574920859e-01
2.872180451127819278e+00,3.034303504584352079e-02,-1.662927181308685234e-02,-8.150261762032163793e-01,6.779661821927962517e-02,1.172281702998698855e-01,-7.784161444597825774e-02,-4.489705059719362179e-01,2.826263968610707167e-01,-4.430122086748805067e-03,-1.228933801292366734e+00,-1.753784694877958739e+00,3.453225447355671301e-02,-4.489705059719362179e-02,2.826263968610707306e-02,-9.814430122086750252e-01
2.887218045112781795e+00,3.131108934323192233e-02,-1.483549289634256661e-02,-8.161972081089857722e-01,6.091035234548208138e-02,1.212767705326617956e-01,-7.790432672093459965e-02,-4.666251576696018866e-01,2.556338339168673368e-01,-3.910505530602447280e-03,-1.118140983012976486e+00,-1.835013419017762493e+00,3.457413025741589568e-02,-4.666251576696019143e-02,2.556338339168673368e-02,-9.813910505530603068e-01
2.902255639097744311e+00,3.217365827375738563e-02,-1.298392967091626000e-02,-8.173691242832462622e-01,5.377134930298354404e-02,1.249105613594198166e-01,-7.795922067570017211e-02,-4.825702751339737140e-01,2.274755059461784357e-01,-3.390298620360357191e-03,-1.001653338572833007e+00,-1.908757522996941791e+00,3.461077156829646395e-02,-4.825702751339737417e-02,2.274755059461784634e-02,-9.813390298620361385e-01
2.917293233082706827e+00,3.292713771847435161e-02,-1.108094737553554435e-02,-8.185418070934914470e-01,4.640594015086154517e-02,1.281128750464095578e-01,-7.800628802460349287e-02,-4.967242550691430281e-01,1.982671945591144014e-01,-2.869580069901801408e-03,-8.800130930367290327e-01,-1.974594060016939157e+00,3.464217840619514960e-02,-4.967242550691430836e-02,1.982671945591144014e-02,-9.812869580069902842e-01
2.932330827067668899e+00,3.356832842851460025e-02,-9.133148566864495235e-03,-8.197151387915184717e-01,3.884162047689213026e-02,1.308688312011539456e-01,-7.804552166564042437e-02,-5.090139016324439769e-01,1.681307292380710972e-01,-2.348428593106367465e-03,-7.537956552962551404e-01,-2.032142091147697283e+00,3.466835077110785174e-02,-5.090139016324440185e-02,1.681307292380710902e-02,-9.812348428593107297e-01
2.947368421052631415e+00,3.409445256788529166e-02,-7.147345582599989346e-03,-8.208890015312267918e-01,3.110692034608763049e-02,1.331654228622134728e-01,-7.807691568047410435e-02,-5.193748996804474771e-01,1.371933346626864336e-01,-1.826922903853445135e-03,-6.236061502838567971e-01,-2.081065426615551051e+00,3.468928866303826186e-02,-5.193748996804475188e-02,1.371933346626864371e-02,-9.811826922903854609e-01
2.962406015037593932e+00,3.450316824909895747e-02,-5.130531785290413233e-03,-8.220632773864182674e-01,2.323126753404439193e-02,1.349915924756009966e-01,-7.810046533443511241e-02,-5.277522340474312124e-01,1.055869390688485010e-01,-1.305141716022510277e-03,-4.900757135915868590e-01,-2.121075063178246900e+00,3.470499208198514485e-02,-5.277522340474312401e-02,1.055869390688485114e-02,-9.811305141716023526e-01
2.977443609022556004e+00,3.479258196688753135e-02,-3.089851743187409846e-03,-8.232378483685965920e-01,1.524484488246366162e-02,1.363382972070729671e-01,-7.811616707652134506e-02,-5.341005514925499797e-01,7.344744837706279617e-02,-7.831637434929897452e-04,-3.538575766644653786e-01,-2.151931296056586174e+00,3.471546102795219219e-02,-5.341005514925500214e-02,7.344744837706279617e-03,-9.810783163743493906e-01
2.992481203007518520e+00,3.496125884820831115e-02,-1.032570512178461117e-03,-8.244125964447663879e-01,7.178442661536490674e-03,1.371985631130818450e-01,-7.812401853939818230e-02,-5.383844623911603344e-01,4.091399112887308953e-02,-2.610677001442487564e-04,-2.156229727713811495e-01,-2.173445486643769797e+00,3.472069550093776630e-02,-5.383844623911603761e-02,4.091399112887308780e-03,-9.810261067700145610e-01
3.007518796992481036e+00,3.500823065036755971e-02,1.033957810559892488e-03,-8.255874035552335233e-01,-9.366931356387031213e-04,1.375675277709570155e-01,-7.812401853939819618e-02,-5.405787797134675721e-01,8.128139530393981710e-03,2.610677001442364507e-04,-7.605689570678590694e-02,-2.185481470164540863e+00,3.472069550093818263e-02,-5.405787797134675721e-02,8.128139530393981710e-04,-9.809738932299856273e-01
3.022556390977443552e+00,3.493300145325822781e-02,3.102322085145713636e-03,-8.267621516314033192e-01,-9.069015608147266636e-03,1.374424710502414881e-01,-7.811616707652137281e-02,-5.406686933254489791e-01,-2.476688788317732079e-02,7.831637434929897452e-04,6.414625537527771093e-02,-2.187956590576234372e+00,3.471546102795137340e-02,-5.406686933254489791e-02,-2.476688788317732166e-03,-9.809216836256507976e-01
3.037593984962406068e+00,3.473555100632507581e-02,5.165086499619561157e-03,-8.279367226135816438e-01,-1.718683388768314085e-02,1.368228337913415527e-01,-7.810046533443505690e-02,-5.386498781581647854e-01,-5.762703628148473090e-02,1.305141716022473197e-03,2.042871104647324965e-01,-2.180842353260207922e+00,3.470499208198596364e-02,-5.386498781581647993e-02,-5.762703628148473436e-03,-9.808694858283978357e-01
3.052631578947368141e+00,3.441633570581401069e-02,7.214823129552998954e-03,-8.291109984687731194e-01,-2.525847120219987599e-02,1.357102242440096085e-01,-7.807691568047407660e-02,-5.345285353172399834e-01,-9.030823147378146121e-02,1.826922903853469855e-03,3.436658072102208306e-01,-2.164164689411049558e+00,3.468928866304154396e-02,-5.345285353172399972e-02,-9.030823147378146468e-03,-9.808173077096147274e-01
3.067669172932330657e+00,3.397628719301753336e-02,9.244144502014746759e-03,-8.302848612084814395e-01,-3.325242305073617538e-02,1.341084122059261474e-01,-7.804552166564045212e-02,-5.283213657393678320e-01,-1.226671978810258967e-01,2.348428593106429482e-03,4.815864776643695722e-01,-2.138003829456907923e+00,3.466835077110703295e-02,-5.283213657393678875e-02,-1.226671978810259071e-02,-9.807651571406894586e-01
3.082706766917293173e+00,3.341680857946997124e-02,1.124573597903999467e-02,-8.314581929065084642e-01,-4.113751447551648732e-02,1.320233108899886432e-01,-7.800628802460345124e-02,-5.200554765419834746e-01,-1.545622716677105546e-01,2.869580069901801408e-03,6.173617073722583726e-01,-2.102493786300733358e+00,3.464217840619104871e-02,-5.200554765419834746e-02,-1.545622716677105650e-02,-9.807130419930099041e-01
3.097744360902255245e+00,3.273976832025745493e-02,1.321238777683670512e-02,-8.326308757167536490e-01,-4.888305542365495304e-02,1.294629466370839088e-01,-7.795922067570017211e-02,-5.097682207505488394e-01,-1.858542031935905559e-01,3.390298620360295608e-03,7.503169311572754907e-01,-2.057821452622491165e+00,3.461077156829564516e-02,-5.097682207505488394e-02,-1.858542031935905489e-02,-9.806609701379640498e-01
3.112781954887217761e+00,3.194749177166081311e-02,1.513702643938453010e-02,-8.338027918910140279e-01,-5.645899320512646341e-02,1.264374166783190923e-01,-7.790432672093457189e-02,-4.975069716198617931e-01,-2.164069430350585854e-01,3.910505530602422126e-03,8.797947305472286761e-01,-2.004225319890079238e+00,3.457413025741753326e-02,-4.975069716198618486e-02,-2.164069430350586132e-02,-9.806089494469398815e-01
3.127819548872180277e+00,3.104275048413280419e-02,1.701274558878352813e-02,-8.349738237967836429e-01,-6.383606107585133860e-02,1.229588352361840609e-01,-7.784161444597821611e-02,-4.833288332865367520e-01,-2.460884059659155521e-01,4.430122086748792924e-03,1.005158998710845131e+00,-1.941993830055895875e+00,3.453225447355671301e-02,-4.833288332865368075e-02,-2.460884059659155729e-02,-9.805569877913251631e-01
3.142857142857142794e+00,3.002874929599610651e-02,1.883283577970137554e-02,-8.361438539350520838e-01,-7.098592200471742775e-02,1.190412683370993957e-01,-7.777109332017011212e-02,-4.673002899938678567e-01,-2.747712074768340895e-01,4.949069574919917613e-03,1.125798940032269435e+00,-1.871463374130146518e+00,3.448514421671073499e-02,-4.673002899938678845e-02,-2.747712074768340895e-02,-9.805050930425081024e-01
3.157894736842105310e+00,2.890911130713126956e-02,2.059081329146695769e-02,-8.373127649581054710e-01,-7.788130672070381344e-02,1.147006577876059363e-01,-7.769277399651626503e-02,-4.494967966132353276e-01,-3.023333676493960565e-01,5.467269281236333128e-03,1.241132873022760874e+00,-1.793015954889320307e+00,3.443279948688122982e-02,-4.494967966132353693e-02,-3.023333676493960773e-02,-9.804532730718764633e-01
3.172932330827067382e+00,2.768786082519094846e-02,2.228044769873416264e-02,-8.384804396873251076e-01,-8.449614518070387714e-02,1.099547348423535187e-01,-7.760666831169049651e-02,-4.300023136432395976e-01,-3.286589774820574128e-01,5.984642491818601556e-03,1.350611807137662934e+00,-1.707076533865532042e+00,3.437522028406984204e-02,-4.300023136432395976e-02,-3.286589774820574544e-02,-9.804015357508182316e-01
3.187969924812029898e+00,2.636940438942098758e-02,2.389578807012971567e-02,-8.396467611309869072e-01,-9.080569064975026194e-02,1.048229241633715919e-01,-7.751278928603355656e-02,-4.089087902944427699e-01,-3.536388230888060091e-01,6.501110492787305802e-03,1.453722766211644313e+00,-1.614110085439676601e+00,3.431240660827902800e-02,-4.089087902944427838e-02,-3.536388230888060091e-02,-9.803498889507213931e-01
3.203007518796992414e+00,2.495850998890383060e-02,2.543118765381249119e-02,-8.408116125020614895e-01,-9.678663564257715402e-02,9.932623873631001021e-02,-7.741115112355401173e-02,-3.863155996603246378e-01,-3.771709635530966498e-01,7.016594570263083412e-03,1.549991833621417792e+00,-1.514618383302950511e+00,3.424435845950304924e-02,-3.863155996603246517e-02,-3.771709635530966914e-02,-9.802983405429738228e-01
3.218045112781954487e+00,2.346028460286653586e-02,2.688132691934726898e-02,-8.419748772360130529e-01,-1.024172190383387110e-01,9.348716646980406719e-02,-7.730176921192727368e-02,-3.623289303298238284e-01,-3.991612586162992526e-01,7.531016010366344687e-03,1.638986896906015289e+00,-1.409136546730940021e+00,3.417107583774026125e-02,-3.623289303298238284e-02,-3.991612586162993082e-02,-9.802468983989635065e-01
3.233082706766917003e+00,2.188015020053756324e-02,2.824123483663302375e-02,-8.431364390085993588e-01,-1.076773237482224616e-01,8.732954925839522820e-02,-7.718466012249652897e-02,-3.370611391108134791e-01,-4.195238428073029269e-01,8.044296099217676868e-03,1.720320072391167132e+00,-1.298229376012769665e+00,3.409255874300051725e-02,-3.370611391108135207e-02,-4.195238428073029546e-02,-9.801955703900783190e-01
3.248120300751879519e+00,2.022381834683118287e-02,2.950630828472254261e-02,-8.442961817536708269e-01,-1.125485643879699516e-01,8.087845533710258383e-02,-7.705984161027222556e-02,-3.106300698041958297e-01,-4.381815430734117278e-01,8.556356122937789493e-03,1.793649793343542909e+00,-1.182487507976186514e+00,3.400880717527724612e-02,-3.106300698041958297e-02,-4.381815430734117833e-02,-9.801443643877063572e-01
3.263157894736842035e+00,1.849726356780275610e-02,3.067232949614596277e-02,-8.454539896809706301e-01,-1.170143644833841895e-01,7.416004579637057448e-02,-7.692733261393214228e-02,-2.831583431927081063e-01,-4.550662374481831973e-01,9.067117367647068576e-03,1.858682548292327485e+00,-1.062523423833971359e+00,3.391982113456880332e-02,-2.831583431927081271e-02,-4.550662374481832112e-02,-9.800932882632353849e-01
3.278195488721804551e+00,1.670669563633257401e-02,3.173548145566618128e-02,-8.466097472939333457e-01,-1.210600228159135622e-01,6.720143615952502147e-02,-7.678715325582120832e-02,-2.547726235855610200e-01,-4.701191527839335138e-01,9.576501119466174217e-03,1.915174259362227849e+00,-9.389673425377467186e-01,3.382560062087930364e-02,-2.547726235855610200e-02,-4.701191527839335138e-02,-9.800423498880534989e-01
3.293233082706766623e+00,1.485853094378709188e-02,3.269236118617083880e-02,-8.477633394074853834e-01,-1.246727685967737309e-01,6.003055395071971168e-02,-7.663932484195205841e-02,-2.256028673881253221e-01,-4.832911000809431146e-01,1.008442866451561906e-02,1.962931293731814852e+00,-8.124630334549258759e-01,3.372614563420381351e-02,-2.256028673881253430e-02,-4.832911000809431146e-02,-9.799915571335485742e-01
3.308270676691729140e+00,1.295936312747662453e-02,3.353999086850169981e-02,-8.489146511658440808e-01,-1.278418052409427408e-01,5.267599319961753512e-02,-7.648386986200444992e-02,-1.957815592447398056e-01,-4.945426464564440239e-01,1.059082128891591229e-02,2.001811104626605609e+00,-6.836635824815036067e-01,3.362145617454808527e-02,-1.957815592447398334e-02,-4.945426464564440378e-02,-9.799409178711084856e-01
3.323308270676691656e+00,1.101593312653328417e-02,3.427582675634383708e-02,-8.500635680603167987e-01,-1.305583425960954169e-01,4.516686683956572940e-02,-7.632081198932567923e-02,-1.654429413319226105e-01,-5.038442233096868117e-01,1.109560027878774176e-02,2.031722501544067416e+00,-5.532271456678710120e-01,3.351153224191129321e-02,-1.654429413319226036e-02,-5.038442233096868117e-02,-9.798904399721213299e-01
3.338345864661653728e+00,9.035098840382622953e-03,3.489776586171435685e-02,-8.512099759471011273e-01,-1.328156175653143478e-01,3.753265795885390305e-02,-7.615017608093012369e-02,-1.347222413593255619e-01,-5.111761707494486551e-01,1.159868692025159062e-02,2.052625552652265650e+00,-4.218127240724516280e-01,3.339637383628851069e-02,-1.347222413593255654e-02,-5.111761707494486690e-02,-9.798401313079749819e-01
3.353383458646616244e+00,7.023804564279770291e-03,3.540415040099235272e-02,-8.523537610650839813e-01,-1.346089031455306173e-01,2.980307085987271218e-02,-7.597198817749999111e-02,-1.037549047676741831e-01,-5.165287188526302975e-01,1.210000249942799755e-02,2.064531125472416573e+00,-2.900759928775024088e-01,3.327598095768630887e-02,-1.037549047676741831e-02,-5.165287188526303253e-02,-9.797899997500573166e-01
3.368421052631578760e+00,4.989050375427410595e-03,3.579377000570956729e-02,-8.534948100536416948e-01,-1.359355059853879222e-01,2.200788286871219190e-02,-7.578627550338429275e-02,-7.267583649777245580e-02,-5.199019068122719966e-01,1.259946830243764519e-02,2.067500075015409777e+00,-1.586652168139903452e-01,3.315035360610139870e-02,-7.267583649777246101e-03,-5.199019068122720522e-02,-9.797400531697563197e-01
3.383458646616541277e+00,2.937861641041853225e-03,3.606586171635409177e-02,-8.546330099704384509e-01,-1.367947526458868079e-01,1.417679781828786421e-02,-7.559306646659984252e-02,-4.161865754477171025e-02,-5.213054415060286439e-01,1.309700561540097161e-02,2.061642091464494619e+00,-2.821728266558973242e-02,3.301949178152640413e-02,-4.161865754477171546e-03,-5.213054415060286439e-02,-9.796902994384599772e-01
3.398496240601503793e+00,8.772588163786632478e-04,3.622010779113377099e-02,-8.557682483092264869e-01,-1.371879648241038085e-01,6.339302101575376366e-03,-7.539239065883041047e-02,-1.071498130887515651e-02,-5.207584974674626110e-01,1.359253572443843913e-02,2.047114222250619786e+00,1.006461219292817677e-01,3.288339548397444662e-02,-1.071498130887515608e-03,-5.207584974674626249e-02,-9.796407464275562749e-01
3.413533834586465865e+00,-1.185772303725817801e-03,3.625663137488422533e-02,-8.569004130176458567e-01,-1.371184238738589189e-01,-1.475475841446830146e-03,-7.518427885542772193e-02,1.990628548885688479e-02,-5.182894606687167283e-01,1.408597991567087961e-02,2.024119085929618311e+00,2.273221559582991325e-01,3.274206471344224406e-02,1.990628548885688565e-03,-5.182894606687167560e-02,-9.795914020084329765e-01
